databreachcause,washingtoniansaffected,industrytype
0.0,552.0,1.0
0.0,552.0,1.0
0.0,552.0,1.0
0.0,552.0,1.0
0.0,643.0,0.0
0.0,643.0,0.0
0.0,643.0,0.0
0.0,643.0,0.0
0.0,643.0,0.0
0.0,2543.0,0.0
0.0,2543.0,0.0
0.0,2543.0,0.0
0.0,2543.0,0.0
0.0,2543.0,0.0
0.0,2543.0,0.0
0.0,2991.0,0.0
0.0,2991.0,0.0
0.0,2991.0,0.0
0.0,2991.0,0.0
0.0,2991.0,0.0
0.0,742.0,0.0
0.0,742.0,0.0
0.0,742.0,0.0
0.0,1368.0,0.0
0.0,1368.0,0.0
0.0,1368.0,0.0
0.0,1368.0,0.0
0.0,1368.0,0.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1097.0,1.0
0.0,1334.0,5.0
0.0,1334.0,5.0
0.0,1334.0,5.0
0.0,505.0,1.0
0.0,505.0,1.0
0.0,1508.0,5.0
0.0,1508.0,5.0
0.0,1508.0,5.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,29861.0,4.0
0.0,1877.0,0.0
0.0,1877.0,0.0
0.0,1877.0,0.0
0.0,1877.0,0.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
2.0,820.0,3.0
0.0,4051.0,3.0
0.0,4051.0,3.0
0.0,1706.0,1.0
0.0,1706.0,1.0
0.0,1706.0,1.0
0.0,1706.0,1.0
0.0,710.0,1.0
0.0,710.0,1.0
0.0,710.0,1.0
0.0,710.0,1.0
0.0,709.0,0.0
0.0,709.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
0.0,9721.0,0.0
1.0,897.0,4.0
1.0,897.0,4.0
0.0,722.0,5.0
0.0,722.0,5.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,626.0,2.0
0.0,1661.0,0.0
0.0,1661.0,0.0
0.0,1661.0,0.0
0.0,1661.0,0.0
0.0,2465.0,1.0
0.0,2465.0,1.0
0.0,2465.0,1.0
0.0,1017.0,5.0
0.0,1017.0,5.0
0.0,505.0,4.0
0.0,505.0,4.0
0.0,505.0,4.0
0.0,505.0,4.0
0.0,505.0,4.0
0.0,505.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,47952.0,4.0
0.0,736.0,0.0
0.0,736.0,0.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,2496.0,4.0
0.0,9898.0,5.0
0.0,9898.0,5.0
0.0,9898.0,5.0
0.0,9898.0,5.0
0.0,1239.0,1.0
0.0,1239.0,1.0
0.0,1239.0,1.0
0.0,522.0,0.0
0.0,522.0,0.0
0.0,522.0,0.0
0.0,522.0,0.0
0.0,577.0,3.0
0.0,534.0,5.0
0.0,534.0,5.0
0.0,925.0,2.0
0.0,925.0,2.0
0.0,925.0,2.0
0.0,954.0,0.0
0.0,954.0,0.0
0.0,954.0,0.0
0.0,954.0,0.0
0.0,1197.0,4.0
0.0,1197.0,4.0
0.0,1197.0,4.0
0.0,1197.0,4.0
0.0,1197.0,4.0
0.0,1936.0,0.0
0.0,1936.0,0.0
0.0,1936.0,0.0
0.0,1936.0,0.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,32419.0,1.0
0.0,1527.0,0.0
0.0,1527.0,0.0
0.0,1527.0,0.0
0.0,1527.0,0.0
0.0,1527.0,0.0
0.0,1250.0,0.0
0.0,1250.0,0.0
0.0,1250.0,0.0
0.0,1250.0,0.0
0.0,1250.0,0.0
0.0,1250.0,0.0
0.0,1563.0,5.0
0.0,1563.0,5.0
0.0,1563.0,5.0
0.0,1563.0,5.0
0.0,1563.0,5.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,1420520.0,3.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,25917.0,4.0
0.0,153800.0,0.0
0.0,153800.0,0.0
0.0,153800.0,0.0
0.0,153800.0,0.0
0.0,153800.0,0.0
1.0,675.0,4.0
1.0,675.0,4.0
1.0,675.0,4.0
1.0,675.0,4.0
1.0,675.0,4.0
0.0,14877.0,3.0
0.0,14877.0,3.0
0.0,14877.0,3.0
0.0,17415.0,1.0
0.0,17415.0,1.0
0.0,17415.0,1.0
0.0,17415.0,1.0
0.0,523.0,0.0
0.0,523.0,0.0
0.0,1690.0,0.0
0.0,1690.0,0.0
0.0,1690.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,1308.0,0.0
0.0,4900.0,3.0
0.0,4900.0,3.0
0.0,4900.0,3.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,3337.0,0.0
0.0,4318.0,5.0
0.0,4318.0,5.0
0.0,4318.0,5.0
0.0,4318.0,5.0
0.0,4318.0,5.0
0.0,560.0,4.0
0.0,560.0,4.0
0.0,560.0,4.0
0.0,560.0,4.0
0.0,560.0,4.0
0.0,560.0,4.0
0.0,560.0,4.0
2.0,540.0,0.0
2.0,540.0,0.0
0.0,1400.0,2.0
0.0,1400.0,2.0
0.0,1400.0,2.0
2.0,2828.0,0.0
2.0,2828.0,0.0
0.0,23935.0,3.0
0.0,23935.0,3.0
0.0,23935.0,3.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,599.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,41871.0,2.0
0.0,2264.0,0.0
0.0,2264.0,0.0
0.0,1211.0,4.0
0.0,1211.0,4.0
0.0,61006.0,2.0
0.0,61006.0,2.0
0.0,61006.0,2.0
0.0,61006.0,2.0
2.0,606.0,2.0
2.0,606.0,2.0
2.0,606.0,2.0
0.0,639.0,2.0
0.0,639.0,2.0
0.0,695.0,2.0
0.0,695.0,2.0
0.0,695.0,2.0
0.0,11807.0,0.0
0.0,11807.0,0.0
0.0,11807.0,0.0
0.0,11807.0,0.0
0.0,1555.0,2.0
0.0,1555.0,2.0
0.0,1555.0,2.0
0.0,1555.0,2.0
0.0,1555.0,2.0
0.0,1049.0,0.0
0.0,1049.0,0.0
0.0,1049.0,0.0
0.0,1049.0,0.0
0.0,579.0,4.0
0.0,579.0,4.0
0.0,579.0,4.0
0.0,579.0,4.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
0.0,2407.0,2.0
1.0,18066.0,2.0
1.0,18066.0,2.0
1.0,18066.0,2.0
0.0,3311.0,5.0
0.0,3311.0,5.0
0.0,3311.0,5.0
2.0,1564.0,5.0
2.0,1564.0,5.0
2.0,1564.0,5.0
0.0,7714.0,0.0
0.0,7714.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,1022.0,0.0
0.0,624.0,0.0
0.0,624.0,0.0
0.0,624.0,0.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,2625.0,5.0
0.0,821.0,0.0
0.0,821.0,0.0
0.0,4216.0,5.0
0.0,4216.0,5.0
0.0,4216.0,5.0
0.0,4216.0,5.0
0.0,4216.0,5.0
0.0,703.0,4.0
0.0,703.0,4.0
0.0,507.0,4.0
0.0,507.0,4.0
0.0,507.0,4.0
0.0,507.0,4.0
0.0,507.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,957.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,4148.0,4.0
0.0,5885.0,0.0
0.0,5885.0,0.0
0.0,5885.0,0.0
0.0,970.0,0.0
0.0,970.0,0.0
0.0,970.0,0.0
0.0,3511.0,1.0
0.0,3511.0,1.0
0.0,3511.0,1.0
0.0,3511.0,1.0
0.0,3511.0,1.0
0.0,757.0,2.0
0.0,757.0,2.0
0.0,757.0,2.0
0.0,757.0,2.0
0.0,757.0,2.0
0.0,757.0,2.0
0.0,3090.0,0.0
0.0,3090.0,0.0
0.0,3090.0,0.0
0.0,1297.0,5.0
0.0,1297.0,5.0
0.0,1297.0,5.0
0.0,1297.0,5.0
2.0,21564.0,0.0
2.0,21564.0,0.0
2.0,21564.0,0.0
2.0,21564.0,0.0
0.0,926.0,5.0
0.0,926.0,5.0
0.0,926.0,5.0
0.0,926.0,5.0
2.0,3925.0,0.0
2.0,3925.0,0.0
2.0,3925.0,0.0
2.0,3925.0,0.0
2.0,3925.0,0.0
0.0,950.0,0.0
0.0,950.0,0.0
0.0,950.0,0.0
0.0,950.0,0.0
0.0,950.0,0.0
0.0,685.0,5.0
0.0,685.0,5.0
0.0,685.0,5.0
0.0,685.0,5.0
0.0,685.0,5.0
2.0,126193.0,4.0
2.0,126193.0,4.0
2.0,126193.0,4.0
0.0,26209.0,3.0
0.0,26209.0,3.0
0.0,26209.0,3.0
0.0,26209.0,3.0
0.0,26209.0,3.0
0.0,511.0,0.0
0.0,511.0,0.0
0.0,511.0,0.0
2.0,124760.0,5.0
2.0,124760.0,5.0
2.0,124760.0,5.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
1.0,4257.0,0.0
0.0,1958.0,0.0
0.0,1958.0,0.0
0.0,1958.0,0.0
0.0,1958.0,0.0
0.0,1958.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,757.0,0.0
0.0,5246.0,2.0
0.0,5246.0,2.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
2.0,1186.0,4.0
0.0,1208.0,0.0
0.0,1208.0,0.0
0.0,1208.0,0.0
0.0,1019.0,0.0
0.0,1019.0,0.0
0.0,1019.0,0.0
0.0,1019.0,0.0
0.0,6829.0,0.0
0.0,6829.0,0.0
0.0,6829.0,0.0
0.0,690.0,4.0
0.0,690.0,4.0
0.0,690.0,4.0
0.0,690.0,4.0
0.0,690.0,4.0
2.0,6225.0,0.0
2.0,6225.0,0.0
2.0,6225.0,0.0
2.0,6225.0,0.0
2.0,6225.0,0.0
1.0,11276.0,2.0
1.0,11276.0,2.0
1.0,11276.0,2.0
0.0,823.0,2.0
0.0,823.0,2.0
0.0,823.0,2.0
0.0,823.0,2.0
0.0,823.0,2.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,670.0,0.0
0.0,1085.0,2.0
0.0,1085.0,2.0
0.0,1085.0,2.0
0.0,1085.0,2.0
1.0,1136.0,4.0
1.0,1136.0,4.0
1.0,1136.0,4.0
1.0,1136.0,4.0
1.0,1136.0,4.0
0.0,16466.0,3.0
0.0,16466.0,3.0
0.0,16466.0,3.0
0.0,536.0,5.0
0.0,536.0,5.0
0.0,17316.0,0.0
0.0,17316.0,0.0
0.0,17316.0,0.0
2.0,2560.0,0.0
2.0,2560.0,0.0
2.0,2560.0,0.0
2.0,2560.0,0.0
0.0,502.0,0.0
0.0,502.0,0.0
0.0,502.0,0.0
0.0,502.0,0.0
0.0,502.0,0.0
0.0,502.0,0.0
0.0,1332.0,0.0
0.0,1332.0,0.0
0.0,1332.0,0.0
0.0,4996.0,4.0
0.0,4996.0,4.0
0.0,4996.0,4.0
0.0,4996.0,4.0
0.0,2550.0,2.0
0.0,2550.0,2.0
0.0,2550.0,2.0
0.0,2550.0,2.0
0.0,2550.0,2.0
0.0,2550.0,2.0
0.0,3241.0,0.0
0.0,3241.0,0.0
0.0,3241.0,0.0
0.0,3241.0,0.0
0.0,3241.0,0.0
0.0,3241.0,0.0
0.0,2080.0,2.0
0.0,2080.0,2.0
0.0,2080.0,2.0
0.0,2080.0,2.0
2.0,401246.0,2.0
2.0,401246.0,2.0
2.0,401246.0,2.0
2.0,401246.0,2.0
2.0,401246.0,2.0
0.0,657.0,0.0
0.0,657.0,0.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,4255.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,72378.0,2.0
0.0,1352.0,0.0
0.0,1352.0,0.0
0.0,1352.0,0.0
0.0,684.0,4.0
0.0,684.0,4.0
0.0,684.0,4.0
0.0,684.0,4.0
0.0,762.0,0.0
0.0,762.0,0.0
0.0,762.0,0.0
0.0,6600.0,4.0
0.0,6600.0,4.0
0.0,6600.0,4.0
0.0,6600.0,4.0
0.0,6600.0,4.0
0.0,6600.0,4.0
0.0,706.0,0.0
0.0,706.0,0.0
0.0,706.0,0.0
0.0,706.0,0.0
1.0,642.0,4.0
1.0,642.0,4.0
0.0,2467.0,0.0
0.0,2467.0,0.0
2.0,5863.0,0.0
2.0,5863.0,0.0
2.0,5863.0,0.0
2.0,5863.0,0.0
0.0,12502.0,4.0
0.0,12502.0,4.0
0.0,12502.0,4.0
0.0,12502.0,4.0
0.0,12502.0,4.0
0.0,12200.0,5.0
0.0,12200.0,5.0
0.0,12200.0,5.0
0.0,516.0,4.0
0.0,516.0,4.0
0.0,516.0,4.0
0.0,516.0,4.0
2.0,2243.0,0.0
2.0,2243.0,0.0
2.0,2243.0,0.0
2.0,2243.0,0.0
0.0,983.0,2.0
0.0,983.0,2.0
0.0,983.0,2.0
0.0,17031.0,0.0
0.0,17031.0,0.0
0.0,17031.0,0.0
0.0,17031.0,0.0
0.0,17031.0,0.0
0.0,518.0,0.0
0.0,518.0,0.0
0.0,518.0,0.0
0.0,663.0,0.0
0.0,663.0,0.0
0.0,663.0,0.0
0.0,663.0,0.0
0.0,3810.0,0.0
0.0,3810.0,0.0
0.0,3810.0,0.0
0.0,3810.0,0.0
0.0,6209.0,3.0
0.0,6209.0,3.0
0.0,963.0,0.0
0.0,963.0,0.0
0.0,963.0,0.0
0.0,963.0,0.0
0.0,963.0,0.0
0.0,963.0,0.0
0.0,506.0,0.0
0.0,506.0,0.0
0.0,506.0,0.0
0.0,506.0,0.0
0.0,963.0,0.0
0.0,2560.0,2.0
0.0,2560.0,2.0
1.0,1684.0,0.0
1.0,1684.0,0.0
1.0,1684.0,0.0
1.0,1684.0,0.0
0.0,91807.0,0.0
0.0,91807.0,0.0
0.0,91807.0,0.0
0.0,91807.0,0.0
0.0,4899.0,0.0
0.0,4899.0,0.0
0.0,4899.0,0.0
0.0,4899.0,0.0
0.0,8816.0,0.0
0.0,8816.0,0.0
0.0,8816.0,0.0
0.0,2376.0,2.0
0.0,2376.0,2.0
0.0,2376.0,2.0
0.0,2444.0,4.0
0.0,2444.0,4.0
0.0,2444.0,4.0
0.0,2444.0,4.0
0.0,532.0,4.0
0.0,532.0,4.0
0.0,532.0,4.0
0.0,532.0,4.0
0.0,532.0,4.0
0.0,532.0,4.0
2.0,8803.0,5.0
2.0,8803.0,5.0
2.0,8803.0,5.0
2.0,8803.0,5.0
2.0,8803.0,5.0
0.0,1286.0,0.0
0.0,1286.0,0.0
0.0,1286.0,0.0
0.0,1286.0,0.0
0.0,1286.0,0.0
2.0,2649.0,1.0
2.0,2649.0,1.0
2.0,2649.0,1.0
2.0,2649.0,1.0
2.0,1861.0,4.0
2.0,1861.0,4.0
2.0,1861.0,4.0
1.0,1171.0,3.0
1.0,1171.0,3.0
1.0,1171.0,3.0
0.0,2152.0,4.0
0.0,2152.0,4.0
0.0,2152.0,4.0
0.0,1112.0,0.0
0.0,1112.0,0.0
0.0,14111.0,0.0
0.0,14111.0,0.0
0.0,14111.0,0.0
0.0,14111.0,0.0
1.0,583.0,2.0
1.0,583.0,2.0
1.0,583.0,2.0
2.0,574.0,2.0
2.0,574.0,2.0
2.0,574.0,2.0
0.0,5119.0,4.0
0.0,5119.0,4.0
0.0,5119.0,4.0
0.0,5119.0,4.0
2.0,1277.0,2.0
2.0,1277.0,2.0
2.0,1277.0,2.0
2.0,1277.0,2.0
2.0,1277.0,2.0
2.0,805.0,0.0
2.0,805.0,0.0
2.0,805.0,0.0
2.0,805.0,0.0
2.0,68900.0,0.0
2.0,68900.0,0.0
2.0,68900.0,0.0
2.0,68900.0,0.0
2.0,68900.0,0.0
2.0,12573.0,4.0
2.0,12573.0,4.0
2.0,12573.0,4.0
2.0,12573.0,4.0
2.0,12573.0,4.0
0.0,2313.0,0.0
0.0,2313.0,0.0
0.0,2313.0,0.0
2.0,115158.0,0.0
2.0,115158.0,0.0
2.0,115158.0,0.0
2.0,115158.0,0.0
2.0,115158.0,0.0
0.0,540.0,0.0
0.0,540.0,0.0
0.0,667.0,0.0
0.0,667.0,0.0
0.0,25357.0,5.0
0.0,25357.0,5.0
2.0,3324.0,4.0
2.0,3324.0,4.0
2.0,3324.0,4.0
2.0,696.0,0.0
2.0,696.0,0.0
2.0,696.0,0.0
2.0,696.0,0.0
2.0,1456.0,5.0
2.0,1456.0,5.0
2.0,1456.0,5.0
0.0,596.0,3.0
0.0,596.0,3.0
0.0,596.0,3.0
0.0,596.0,3.0
0.0,596.0,3.0
0.0,1166.0,0.0
0.0,1166.0,0.0
0.0,1166.0,0.0
0.0,1166.0,0.0
0.0,4883.0,2.0
0.0,4883.0,2.0
2.0,128598.0,0.0
2.0,128598.0,0.0
2.0,128598.0,0.0
2.0,128598.0,0.0
2.0,1098.0,0.0
2.0,1098.0,0.0
2.0,1098.0,0.0
2.0,1098.0,0.0
2.0,1098.0,0.0
0.0,533.0,5.0
0.0,533.0,5.0
0.0,533.0,5.0
0.0,533.0,5.0
0.0,533.0,5.0
0.0,533.0,5.0
0.0,1742.0,1.0
0.0,1742.0,1.0
0.0,1742.0,1.0
0.0,1742.0,1.0
0.0,956.0,2.0
0.0,956.0,2.0
0.0,956.0,2.0
0.0,1557.0,0.0
0.0,1557.0,0.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,519.0,2.0
2.0,1607.0,4.0
2.0,1607.0,4.0
2.0,1607.0,4.0
2.0,1607.0,4.0
2.0,1607.0,4.0
2.0,1607.0,4.0
0.0,609.0,0.0
0.0,609.0,0.0
0.0,609.0,0.0
0.0,609.0,0.0
0.0,609.0,0.0
0.0,516.0,0.0
0.0,516.0,0.0
0.0,516.0,0.0
0.0,2384.0,5.0
0.0,2384.0,5.0
0.0,2384.0,5.0
1.0,13442.0,0.0
1.0,13442.0,0.0
1.0,13442.0,0.0
1.0,13442.0,0.0
1.0,13442.0,0.0
0.0,1690.0,4.0
0.0,1690.0,4.0
0.0,1690.0,4.0
0.0,1690.0,4.0
0.0,1690.0,4.0
0.0,1690.0,4.0
0.0,1690.0,4.0
2.0,1196.0,2.0
2.0,1196.0,2.0
2.0,1196.0,2.0
2.0,1196.0,2.0
0.0,5907.0,0.0
0.0,5907.0,0.0
0.0,4837.0,0.0
0.0,4837.0,0.0
0.0,4837.0,0.0
2.0,2194.0,0.0
2.0,2194.0,0.0
2.0,2194.0,0.0
2.0,2194.0,0.0
2.0,2194.0,0.0
0.0,680.0,0.0
0.0,680.0,0.0
0.0,680.0,0.0
2.0,797.0,1.0
2.0,797.0,1.0
0.0,5931.0,0.0
0.0,5931.0,0.0
0.0,5931.0,0.0
0.0,27175.0,4.0
0.0,27175.0,4.0
0.0,27175.0,4.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
0.0,8127.0,2.0
0.0,8127.0,2.0
0.0,8127.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
2.0,992.0,2.0
0.0,1148.0,0.0
0.0,1148.0,0.0
0.0,1148.0,0.0
0.0,1148.0,0.0
0.0,1588.0,0.0
0.0,1588.0,0.0
0.0,1588.0,0.0
0.0,604.0,0.0
0.0,604.0,0.0
0.0,604.0,0.0
0.0,1838.0,0.0
0.0,1838.0,0.0
0.0,1838.0,0.0
0.0,1553.0,0.0
0.0,1553.0,0.0
0.0,647.0,0.0
0.0,647.0,0.0
0.0,647.0,0.0
0.0,647.0,0.0
0.0,2783.0,0.0
0.0,2783.0,0.0
0.0,2783.0,0.0
0.0,2783.0,0.0
2.0,3695.0,0.0
2.0,3695.0,0.0
2.0,3695.0,0.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,702.0,2.0
0.0,131260.0,4.0
0.0,131260.0,4.0
0.0,131260.0,4.0
0.0,131260.0,4.0
0.0,1398.0,0.0
0.0,1398.0,0.0
2.0,1221.0,0.0
2.0,1221.0,0.0
2.0,1221.0,0.0
2.0,1221.0,0.0
0.0,1568.0,0.0
0.0,1568.0,0.0
0.0,1568.0,0.0
0.0,1568.0,0.0
0.0,1568.0,0.0
2.0,1787.0,0.0
2.0,1787.0,0.0
2.0,1787.0,0.0
2.0,1787.0,0.0
2.0,1787.0,0.0
1.0,2064.0,1.0
1.0,2064.0,1.0
0.0,1151.0,0.0
0.0,1151.0,0.0
2.0,3357.0,3.0
2.0,3357.0,3.0
2.0,3357.0,3.0
0.0,1026.0,0.0
0.0,1026.0,0.0
0.0,1026.0,0.0
0.0,1026.0,0.0
2.0,2793.0,3.0
2.0,2793.0,3.0
2.0,2793.0,3.0
2.0,2793.0,3.0
2.0,2793.0,3.0
2.0,2793.0,3.0
0.0,1210.0,0.0
0.0,1210.0,0.0
0.0,1210.0,0.0
0.0,1210.0,0.0
0.0,1210.0,0.0
0.0,1210.0,0.0
0.0,8577.0,1.0
0.0,8577.0,1.0
0.0,8577.0,1.0
0.0,8577.0,1.0
0.0,6306.0,0.0
0.0,6306.0,0.0
0.0,6306.0,0.0
0.0,6306.0,0.0
0.0,33480.0,0.0
0.0,33480.0,0.0
0.0,33480.0,0.0
0.0,33480.0,0.0
0.0,33480.0,0.0
1.0,1336.0,3.0
1.0,1336.0,3.0
1.0,1336.0,3.0
2.0,1295.0,0.0
2.0,1295.0,0.0
2.0,1295.0,0.0
0.0,2290.0,0.0
0.0,2290.0,0.0
0.0,2290.0,0.0
0.0,1787.0,0.0
0.0,1787.0,0.0
0.0,34455.0,4.0
0.0,34455.0,4.0
0.0,34455.0,4.0
0.0,34455.0,4.0
0.0,34455.0,4.0
0.0,566.0,0.0
0.0,566.0,0.0
0.0,566.0,0.0
0.0,566.0,0.0
0.0,1205.0,2.0
0.0,1205.0,2.0
0.0,1205.0,2.0
0.0,18330.0,4.0
0.0,18330.0,4.0
0.0,18330.0,4.0
0.0,18330.0,4.0
0.0,18330.0,4.0
0.0,18330.0,4.0
0.0,1185.0,4.0
0.0,1185.0,4.0
0.0,1155.0,4.0
0.0,1155.0,4.0
0.0,1155.0,4.0
0.0,1155.0,4.0
0.0,29322.0,0.0
0.0,29322.0,0.0
0.0,29322.0,0.0
0.0,615.0,2.0
0.0,615.0,2.0
0.0,615.0,2.0
0.0,615.0,2.0
0.0,1046.0,0.0
0.0,1046.0,0.0
0.0,1046.0,0.0
0.0,1046.0,0.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,5872.0,1.0
0.0,1669.0,0.0
0.0,1669.0,0.0
0.0,1669.0,0.0
0.0,4305.0,4.0
0.0,4305.0,4.0
0.0,4305.0,4.0
0.0,4305.0,4.0
2.0,840.0,0.0
2.0,840.0,0.0
2.0,840.0,0.0
0.0,781.0,0.0
0.0,781.0,0.0
2.0,1334.0,3.0
2.0,1334.0,3.0
2.0,1334.0,3.0
2.0,1334.0,3.0
2.0,1334.0,3.0
2.0,1334.0,3.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
0.0,1600.0,0.0
1.0,866.0,2.0
1.0,866.0,2.0
1.0,866.0,2.0
1.0,866.0,2.0
1.0,866.0,2.0
1.0,866.0,2.0
2.0,877.0,4.0
2.0,877.0,4.0
2.0,877.0,4.0
2.0,877.0,4.0
2.0,877.0,4.0
2.0,877.0,4.0
0.0,20215.0,4.0
0.0,20215.0,4.0
0.0,20215.0,4.0
0.0,20215.0,4.0
2.0,581.0,0.0
2.0,581.0,0.0
2.0,581.0,0.0
2.0,581.0,0.0
2.0,581.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,891.0,0.0
0.0,2237.0,0.0
0.0,2237.0,0.0
0.0,2237.0,0.0
0.0,876.0,0.0
0.0,876.0,0.0
0.0,876.0,0.0
0.0,876.0,0.0
0.0,876.0,0.0
0.0,876.0,0.0
0.0,2079648.0,0.0
0.0,2079648.0,0.0
0.0,2079648.0,0.0
0.0,2079648.0,0.0
0.0,2079648.0,0.0
