databreachcause,washingtoniansaffected,industrytype
2.0,2176.0,0.0
2.0,2176.0,0.0
2.0,2176.0,0.0
2.0,526.0,1.0
2.0,526.0,1.0
2.0,526.0,1.0
2.0,526.0,1.0
2.0,526.0,1.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,821.0,5.0
0.0,2034.0,0.0
0.0,2034.0,0.0
0.0,2034.0,0.0
0.0,7366.0,0.0
0.0,7366.0,0.0
0.0,7366.0,0.0
0.0,1688.0,2.0
0.0,1688.0,2.0
0.0,1688.0,2.0
0.0,1688.0,2.0
0.0,1688.0,2.0
0.0,1140.0,0.0
0.0,1140.0,0.0
0.0,1140.0,0.0
0.0,13825.0,0.0
0.0,13825.0,0.0
0.0,813.0,1.0
0.0,813.0,1.0
0.0,813.0,1.0
0.0,813.0,1.0
0.0,813.0,1.0
0.0,813.0,1.0
1.0,720.0,5.0
1.0,720.0,5.0
0.0,501.0,0.0
0.0,501.0,0.0
0.0,501.0,0.0
0.0,513.0,0.0
0.0,513.0,0.0
0.0,513.0,0.0
0.0,1467.0,2.0
0.0,1467.0,2.0
0.0,1467.0,2.0
0.0,1467.0,2.0
0.0,1467.0,2.0
0.0,541.0,0.0
0.0,541.0,0.0
0.0,541.0,0.0
0.0,657.0,0.0
0.0,657.0,0.0
0.0,657.0,0.0
1.0,1086.0,0.0
1.0,1086.0,0.0
1.0,1086.0,0.0
0.0,1650.0,0.0
0.0,1650.0,0.0
0.0,1650.0,0.0
2.0,942.0,4.0
2.0,942.0,4.0
2.0,27956.0,0.0
2.0,27956.0,0.0
2.0,27956.0,0.0
1.0,769088.0,1.0
1.0,769088.0,1.0
1.0,769088.0,1.0
1.0,769088.0,1.0
0.0,815.0,2.0
0.0,815.0,2.0
0.0,815.0,2.0
0.0,815.0,2.0
0.0,815.0,2.0
0.0,815.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,20437.0,2.0
2.0,2370.0,0.0
2.0,2370.0,0.0
0.0,912.0,0.0
0.0,912.0,0.0
0.0,912.0,0.0
0.0,636.0,0.0
0.0,636.0,0.0
0.0,636.0,0.0
0.0,605.0,0.0
0.0,605.0,0.0
0.0,605.0,0.0
0.0,5401.0,0.0
0.0,5401.0,0.0
0.0,5401.0,0.0
0.0,2696.0,0.0
0.0,2696.0,0.0
0.0,2696.0,0.0
2.0,9425.0,0.0
2.0,9425.0,0.0
2.0,9425.0,0.0
2.0,9425.0,0.0
0.0,791.0,0.0
0.0,791.0,0.0
0.0,1780.0,0.0
0.0,1780.0,0.0
0.0,1780.0,0.0
2.0,523.0,0.0
2.0,523.0,0.0
2.0,523.0,0.0
2.0,1382.0,0.0
2.0,1382.0,0.0
0.0,12327.0,0.0
0.0,12327.0,0.0
0.0,12327.0,0.0
0.0,12327.0,0.0
1.0,3399.0,1.0
1.0,3399.0,1.0
1.0,5688.0,2.0
1.0,5688.0,2.0
1.0,5688.0,2.0
1.0,5688.0,2.0
1.0,5688.0,2.0
1.0,725.0,0.0
1.0,725.0,0.0
1.0,725.0,0.0
2.0,2396.0,0.0
2.0,2396.0,0.0
2.0,2396.0,0.0
2.0,2396.0,0.0
2.0,2396.0,0.0
0.0,704.0,2.0
0.0,704.0,2.0
0.0,704.0,2.0
0.0,704.0,2.0
0.0,773.0,0.0
0.0,773.0,0.0
0.0,773.0,0.0
0.0,695.0,0.0
0.0,695.0,0.0
2.0,1896.0,0.0
2.0,1896.0,0.0
2.0,1896.0,0.0
2.0,642.0,5.0
2.0,642.0,5.0
2.0,642.0,5.0
0.0,2477.0,0.0
0.0,2477.0,0.0
1.0,515.0,4.0
1.0,515.0,4.0
0.0,10888.0,0.0
0.0,10888.0,0.0
0.0,4077.0,0.0
0.0,4077.0,0.0
0.0,4077.0,0.0
2.0,590.0,0.0
2.0,590.0,0.0
2.0,590.0,0.0
0.0,956.0,0.0
0.0,956.0,0.0
2.0,600.0,0.0
2.0,600.0,0.0
2.0,600.0,0.0
2.0,1962.0,2.0
2.0,1962.0,2.0
2.0,1962.0,2.0
2.0,1962.0,2.0
2.0,1962.0,2.0
2.0,1962.0,2.0
2.0,661.0,0.0
2.0,661.0,0.0
2.0,661.0,0.0
2.0,661.0,0.0
2.0,661.0,0.0
2.0,661.0,0.0
2.0,604.0,0.0
2.0,604.0,0.0
2.0,604.0,0.0
2.0,604.0,0.0
2.0,604.0,0.0
0.0,2545.0,2.0
0.0,2545.0,2.0
0.0,2545.0,2.0
1.0,768.0,0.0
1.0,768.0,0.0
1.0,768.0,0.0
1.0,768.0,0.0
1.0,768.0,0.0
1.0,768.0,0.0
1.0,768.0,0.0
2.0,2671.0,0.0
2.0,2671.0,0.0
2.0,2671.0,0.0
0.0,2632.0,0.0
0.0,2632.0,0.0
0.0,2632.0,0.0
2.0,2876.0,4.0
2.0,2876.0,4.0
2.0,2876.0,4.0
2.0,2876.0,4.0
0.0,21687.0,0.0
0.0,21687.0,0.0
0.0,1100.0,0.0
0.0,1100.0,0.0
0.0,1100.0,0.0
0.0,1100.0,0.0
0.0,1100.0,0.0
0.0,846.0,0.0
0.0,846.0,0.0
0.0,846.0,0.0
0.0,846.0,0.0
0.0,846.0,0.0
0.0,774.0,0.0
0.0,774.0,0.0
0.0,774.0,0.0
0.0,5013.0,0.0
0.0,5013.0,0.0
0.0,5013.0,0.0
0.0,1634.0,0.0
0.0,1634.0,0.0
0.0,2785.0,0.0
0.0,2785.0,0.0
0.0,1137.0,0.0
0.0,1137.0,0.0
0.0,1137.0,0.0
0.0,1012.0,0.0
0.0,1012.0,0.0
0.0,15556.0,2.0
0.0,15556.0,2.0
0.0,15556.0,2.0
0.0,15556.0,2.0
0.0,15556.0,2.0
0.0,804.0,4.0
0.0,804.0,4.0
0.0,804.0,4.0
0.0,804.0,4.0
0.0,1053.0,5.0
0.0,1053.0,5.0
0.0,1053.0,5.0
0.0,1053.0,5.0
0.0,1053.0,5.0
0.0,148785.0,0.0
0.0,148785.0,0.0
0.0,148785.0,0.0
2.0,16465.0,0.0
2.0,16465.0,0.0
2.0,16465.0,0.0
2.0,16465.0,0.0
2.0,16465.0,0.0
0.0,2851.0,3.0
0.0,2851.0,3.0
0.0,2851.0,3.0
0.0,2851.0,3.0
0.0,2851.0,3.0
0.0,2851.0,3.0
0.0,2851.0,3.0
1.0,2730.0,0.0
1.0,2730.0,0.0
1.0,2730.0,0.0
1.0,2730.0,0.0
1.0,2730.0,0.0
2.0,2841.0,0.0
2.0,2841.0,0.0
2.0,2841.0,0.0
2.0,2841.0,0.0
2.0,2841.0,0.0
2.0,2841.0,0.0
0.0,5017.0,5.0
0.0,5017.0,5.0
0.0,3172.0,1.0
0.0,3172.0,1.0
0.0,3172.0,1.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
1.0,1982.0,0.0
0.0,1294.0,1.0
0.0,1294.0,1.0
0.0,6797.0,5.0
0.0,6797.0,5.0
0.0,6797.0,5.0
0.0,6797.0,5.0
0.0,6797.0,5.0
0.0,2444.0,5.0
0.0,2444.0,5.0
0.0,2444.0,5.0
0.0,527.0,0.0
0.0,527.0,0.0
0.0,527.0,0.0
0.0,527.0,0.0
0.0,527.0,0.0
0.0,527.0,0.0
0.0,527.0,0.0
2.0,2620.0,5.0
2.0,2620.0,5.0
2.0,2620.0,5.0
0.0,1312.0,5.0
0.0,1312.0,5.0
0.0,1312.0,5.0
0.0,1122.0,1.0
0.0,1122.0,1.0
0.0,1122.0,1.0
0.0,526.0,4.0
0.0,526.0,4.0
0.0,526.0,4.0
0.0,1364.0,0.0
0.0,1364.0,0.0
0.0,1364.0,0.0
0.0,1364.0,0.0
0.0,7803.0,1.0
0.0,7803.0,1.0
0.0,867.0,5.0
0.0,867.0,5.0
0.0,867.0,5.0
0.0,867.0,5.0
0.0,2367.0,5.0
0.0,2367.0,5.0
0.0,2367.0,5.0
0.0,2602.0,1.0
0.0,2602.0,1.0
0.0,2602.0,1.0
0.0,40549.0,5.0
0.0,40549.0,5.0
0.0,40549.0,5.0
0.0,40549.0,5.0
0.0,5075.0,1.0
0.0,5075.0,1.0
0.0,5075.0,1.0
0.0,5075.0,1.0
0.0,8441.0,5.0
0.0,8441.0,5.0
0.0,86269.0,5.0
0.0,86269.0,5.0
0.0,769.0,1.0
0.0,769.0,1.0
0.0,769.0,1.0
0.0,3162.0,1.0
0.0,3162.0,1.0
0.0,3162.0,1.0
0.0,7067.0,1.0
0.0,7067.0,1.0
0.0,1132.0,4.0
0.0,1132.0,4.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,655.0,5.0
0.0,9325.0,0.0
0.0,9325.0,0.0
0.0,9325.0,0.0
0.0,9325.0,0.0
0.0,6584.0,0.0
0.0,6584.0,0.0
0.0,6584.0,0.0
0.0,446097.0,5.0
0.0,446097.0,5.0
0.0,446097.0,5.0
0.0,446097.0,5.0
0.0,1235.0,5.0
0.0,1235.0,5.0
0.0,2866.0,5.0
0.0,2866.0,5.0
0.0,2866.0,5.0
0.0,17908.0,5.0
0.0,17908.0,5.0
0.0,17908.0,5.0
0.0,17908.0,5.0
0.0,47465.0,5.0
0.0,47465.0,5.0
0.0,47465.0,5.0
0.0,47465.0,5.0
0.0,778.0,5.0
0.0,778.0,5.0
0.0,778.0,5.0
0.0,5142.0,1.0
0.0,5142.0,1.0
0.0,5142.0,1.0
0.0,6460.0,5.0
0.0,6460.0,5.0
0.0,6460.0,5.0
0.0,4069.0,1.0
0.0,4069.0,1.0
0.0,4069.0,1.0
0.0,4069.0,1.0
0.0,606.0,1.0
0.0,606.0,1.0
0.0,606.0,1.0
0.0,5000.0,1.0
0.0,5000.0,1.0
0.0,5000.0,1.0
0.0,677.0,2.0
0.0,677.0,2.0
0.0,677.0,2.0
0.0,334219.0,5.0
0.0,334219.0,5.0
0.0,1165.0,1.0
0.0,1165.0,1.0
0.0,1165.0,1.0
0.0,548.0,0.0
0.0,548.0,0.0
0.0,548.0,0.0
0.0,548.0,0.0
0.0,548.0,0.0
0.0,3549.0,1.0
0.0,3549.0,1.0
0.0,3549.0,1.0
0.0,911.0,5.0
0.0,911.0,5.0
0.0,911.0,5.0
2.0,40998.0,0.0
2.0,40998.0,0.0
2.0,40998.0,0.0
2.0,40998.0,0.0
2.0,40998.0,0.0
0.0,1357.0,5.0
0.0,1357.0,5.0
0.0,1357.0,5.0
0.0,981068.0,5.0
0.0,981068.0,5.0
0.0,981068.0,5.0
0.0,2760.0,2.0
0.0,2760.0,2.0
0.0,2760.0,2.0
0.0,2760.0,2.0
0.0,120041.0,5.0
0.0,120041.0,5.0
0.0,120041.0,5.0
0.0,120041.0,5.0
0.0,120041.0,5.0
0.0,302769.0,4.0
0.0,302769.0,4.0
0.0,302769.0,4.0
0.0,302769.0,4.0
0.0,12640.0,5.0
0.0,12640.0,5.0
0.0,12640.0,5.0
0.0,1015.0,5.0
0.0,1015.0,5.0
0.0,1015.0,5.0
0.0,60813.0,5.0
0.0,60813.0,5.0
0.0,60813.0,5.0
0.0,1826.0,1.0
0.0,1826.0,1.0
0.0,1826.0,1.0
0.0,979.0,2.0
0.0,979.0,2.0
0.0,979.0,2.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1284.0,0.0
0.0,1753.0,5.0
0.0,1753.0,5.0
0.0,1753.0,5.0
0.0,1429.0,1.0
0.0,1429.0,1.0
0.0,1429.0,1.0
2.0,623.0,1.0
2.0,623.0,1.0
2.0,623.0,1.0
0.0,672.0,0.0
0.0,672.0,0.0
0.0,6586.0,5.0
0.0,6586.0,5.0
0.0,6586.0,5.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,37702.0,4.0
0.0,1027.0,5.0
0.0,1027.0,5.0
0.0,1027.0,5.0
0.0,1929.0,1.0
0.0,1929.0,1.0
0.0,1929.0,1.0
0.0,8169.0,5.0
0.0,8169.0,5.0
0.0,8169.0,5.0
0.0,1752.0,5.0
0.0,1752.0,5.0
0.0,1752.0,5.0
0.0,3204.0,5.0
0.0,3204.0,5.0
0.0,3204.0,5.0
0.0,7658.0,5.0
0.0,7658.0,5.0
0.0,7658.0,5.0
0.0,1066.0,1.0
0.0,1066.0,1.0
0.0,1066.0,1.0
0.0,580.0,0.0
0.0,580.0,0.0
0.0,580.0,0.0
0.0,2687.0,5.0
0.0,2687.0,5.0
0.0,500.0,5.0
0.0,500.0,5.0
0.0,500.0,5.0
0.0,3368.0,0.0
0.0,3368.0,0.0
0.0,3368.0,0.0
0.0,38523.0,0.0
0.0,38523.0,0.0
0.0,38523.0,0.0
0.0,25583.0,5.0
0.0,25583.0,5.0
0.0,25583.0,5.0
2.0,577.0,0.0
2.0,577.0,0.0
2.0,577.0,0.0
2.0,577.0,0.0
0.0,8052.0,5.0
0.0,8052.0,5.0
0.0,8052.0,5.0
0.0,8052.0,5.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,1664.0,0.0
0.0,564.0,5.0
0.0,564.0,5.0
0.0,564.0,5.0
0.0,1050.0,1.0
0.0,1050.0,1.0
0.0,835.0,5.0
0.0,835.0,5.0
0.0,835.0,5.0
0.0,835.0,5.0
0.0,1398.0,5.0
0.0,1398.0,5.0
0.0,1398.0,5.0
0.0,1336.0,1.0
0.0,1336.0,1.0
0.0,1336.0,1.0
0.0,1336.0,1.0
0.0,5272.0,5.0
0.0,5272.0,5.0
0.0,5272.0,5.0
0.0,922.0,1.0
0.0,922.0,1.0
0.0,3049.0,5.0
0.0,3049.0,5.0
0.0,3049.0,5.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
2.0,618.0,0.0
0.0,248615.0,5.0
0.0,248615.0,5.0
0.0,935.0,1.0
0.0,935.0,1.0
0.0,935.0,1.0
0.0,3209.0,1.0
0.0,3209.0,1.0
0.0,3209.0,1.0
0.0,227371.0,4.0
0.0,227371.0,4.0
0.0,227371.0,4.0
0.0,9196.0,1.0
0.0,9196.0,1.0
0.0,9196.0,1.0
0.0,2470.0,4.0
0.0,2470.0,4.0
0.0,2470.0,4.0
0.0,2470.0,4.0
0.0,57024.0,5.0
0.0,57024.0,5.0
0.0,57024.0,5.0
0.0,3410.0,5.0
0.0,3410.0,5.0
0.0,3410.0,5.0
0.0,1369.0,5.0
0.0,1369.0,5.0
0.0,1369.0,5.0
0.0,679.0,0.0
0.0,679.0,0.0
0.0,679.0,0.0
0.0,1029.0,5.0
0.0,1029.0,5.0
0.0,1029.0,5.0
0.0,165000.0,1.0
0.0,165000.0,1.0
0.0,165000.0,1.0
0.0,165000.0,1.0
0.0,755.0,5.0
0.0,755.0,5.0
0.0,755.0,5.0
0.0,11094.0,0.0
0.0,11094.0,0.0
0.0,11094.0,0.0
0.0,11094.0,0.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,8523.0,3.0
0.0,36050.0,5.0
0.0,36050.0,5.0
0.0,36050.0,5.0
0.0,1212.0,4.0
0.0,1212.0,4.0
0.0,1212.0,4.0
0.0,1134.0,5.0
0.0,1134.0,5.0
0.0,1134.0,5.0
1.0,657.0,5.0
1.0,657.0,5.0
1.0,657.0,5.0
1.0,1292.0,2.0
1.0,1292.0,2.0
1.0,1292.0,2.0
1.0,1292.0,2.0
1.0,1292.0,2.0
0.0,1967.0,1.0
0.0,1967.0,1.0
0.0,1967.0,1.0
0.0,938.0,0.0
0.0,938.0,0.0
0.0,938.0,0.0
0.0,938.0,0.0
0.0,938.0,0.0
0.0,938.0,0.0
1.0,3468.0,5.0
1.0,3468.0,5.0
1.0,3468.0,5.0
0.0,10000.0,5.0
0.0,10000.0,5.0
0.0,10000.0,5.0
0.0,1088.0,0.0
0.0,1088.0,0.0
0.0,1088.0,0.0
2.0,516.0,0.0
2.0,516.0,0.0
2.0,516.0,0.0
2.0,516.0,0.0
2.0,516.0,0.0
0.0,537.0,0.0
0.0,537.0,0.0
0.0,537.0,0.0
0.0,6809.0,4.0
0.0,6809.0,4.0
0.0,6809.0,4.0
0.0,6809.0,4.0
0.0,6809.0,4.0
0.0,734.0,5.0
0.0,734.0,5.0
0.0,1195.0,1.0
0.0,1195.0,1.0
0.0,1195.0,1.0
0.0,1065.0,5.0
0.0,1065.0,5.0
2.0,59769.0,0.0
2.0,59769.0,0.0
2.0,59769.0,0.0
0.0,3585.0,1.0
0.0,3585.0,1.0
0.0,1139.0,5.0
0.0,1139.0,5.0
0.0,1139.0,5.0
0.0,1139.0,5.0
2.0,11346.0,0.0
2.0,11346.0,0.0
2.0,11346.0,0.0
2.0,11346.0,0.0
2.0,11346.0,0.0
2.0,11346.0,0.0
2.0,11346.0,0.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,19625.0,4.0
0.0,555.0,1.0
0.0,555.0,1.0
0.0,555.0,1.0
0.0,555.0,1.0
0.0,3361.0,1.0
0.0,3361.0,1.0
1.0,889.0,4.0
1.0,889.0,4.0
1.0,889.0,4.0
1.0,889.0,4.0
1.0,889.0,4.0
1.0,889.0,4.0
1.0,569.0,2.0
1.0,569.0,2.0
1.0,569.0,2.0
0.0,2166.0,1.0
0.0,2166.0,1.0
0.0,2166.0,1.0
0.0,771.0,0.0
0.0,771.0,0.0
0.0,771.0,0.0
0.0,2563.0,5.0
0.0,2563.0,5.0
0.0,2563.0,5.0
1.0,852.0,0.0
1.0,852.0,0.0
0.0,1959.0,4.0
0.0,1959.0,4.0
0.0,1959.0,4.0
0.0,1959.0,4.0
0.0,12166.0,0.0
0.0,12166.0,0.0
0.0,12166.0,0.0
0.0,12166.0,0.0
0.0,12166.0,0.0
2.0,2633.0,0.0
2.0,2633.0,0.0
2.0,2633.0,0.0
2.0,2633.0,0.0
0.0,882.0,0.0
0.0,882.0,0.0
0.0,882.0,0.0
0.0,21257.0,5.0
0.0,21257.0,5.0
0.0,21257.0,5.0
0.0,8000.0,4.0
0.0,8000.0,4.0
0.0,8000.0,4.0
0.0,8000.0,4.0
0.0,8000.0,4.0
0.0,8000.0,4.0
2.0,1208.0,0.0
2.0,1208.0,0.0
0.0,1127.0,5.0
0.0,1127.0,5.0
0.0,1127.0,5.0
0.0,4984.0,4.0
0.0,4984.0,4.0
0.0,4984.0,4.0
0.0,88000.0,4.0
0.0,88000.0,4.0
0.0,88000.0,4.0
0.0,88000.0,4.0
0.0,88000.0,4.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
0.0,8041.0,1.0
2.0,2393.0,2.0
2.0,2393.0,2.0
2.0,2393.0,2.0
